PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	L_length(in)	chamfer(in)	J_hex_socket_size(in)	T_min_key_engagement_hex_socket(in)	P_half_dog_point_dia(in)	Q_half_dog_point_length(in)	Material	Reference	Edition
ASME B18.3  SCREW 3/4 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	3.465	3  1/2 	3.5	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	3.965	4      	4.0	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	4.465	4  1/2 	4.5	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	4.965	5      	5.0	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	5.465	5  1/2 	5.5	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	5.965	6      	6.0	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	6.965	7      	7.0	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 3/4 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_3/4_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	3/4	0.75	10	0.1	7.965	8      	8.0	0.035	0.375	0.375	0.562	0.196	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 0.625 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_0.625_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	0.5861	  5/8 	0.625	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 0.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_0.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	0.7111	  3/4 	0.75	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 0.875 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_0.875_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	0.8361	  7/8 	0.875	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	0.9611	1      	1.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	1.2111	1  1/4 	1.25	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	1.4611	1  1/2 	1.5	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	1.7111	1  3/4 	1.75	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	1.9611	2      	2.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	2.4611	2  1/2 	2.5	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	2.9611	3      	3.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	3.4611	3  1/2 	3.5	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	3.9611	4      	4.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	4.4611	4  1/2 	4.5	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	4.9611	5      	5.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	5.4611	5  1/2 	5.5	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	5.9611	6      	6.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	6.9611	7      	7.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 7/8 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_7/8_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	7/8	0.875	9	0.1111	7.9611	8      	8.0	0.0389	0.5	0.5	0.656	0.227	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 0.625 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_0.625_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	0.5812	  5/8 	0.625	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 0.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_0.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	0.7062	  3/4 	0.75	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 0.875 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_0.875_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	0.8312	  7/8 	0.875	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	0.9562	1      	1.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	1.2062	1  1/4 	1.25	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	1.4562	1  1/2 	1.5	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	1.7062	1  3/4 	1.75	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	1.9562	2      	2.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	2.4562	2  1/2 	2.5	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	2.9562	3      	3.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	3.4562	3  1/2 	3.5	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	3.9562	4      	4.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	4.4562	4  1/2 	4.5	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	4.9562	5      	5.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	5.4562	5  1/2 	5.5	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	5.9562	6      	6.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	6.9562	7      	7.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1	1.0	8	0.125	7.9562	8      	8.0	0.0438	0.562	0.562	0.75	0.26	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 0.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_0.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	0.7	  3/4 	0.75	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 0.875 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_0.875_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	0.825	  7/8 	0.875	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	0.95	1      	1.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	1.2	1  1/4 	1.25	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	1.45	1  1/2 	1.5	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	1.7	1  3/4 	1.75	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	1.95	2      	2.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	2.45	2  1/2 	2.5	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	2.95	3      	3.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	3.45	3  1/2 	3.5	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	3.95	4      	4.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	4.45	4  1/2 	4.5	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	4.95	5      	5.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	5.45	5  1/2 	5.5	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	5.95	6      	6.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	6.95	7      	7.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/8 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/8_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/8	1.125	7	0.1429	7.95	8      	8.0	0.05	0.562	0.562	0.844	0.291	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	0.95	1      	1.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	1.2	1  1/4 	1.25	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	1.45	1  1/2 	1.5	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	1.7	1  3/4 	1.75	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	1.95	2      	2.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	2.45	2  1/2 	2.5	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	2.95	3      	3.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	3.45	3  1/2 	3.5	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	3.95	4      	4.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	4.45	4  1/2 	4.5	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	4.95	5      	5.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 5.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_5.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	5.45	5  1/2 	5.5	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 6 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_6_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	5.95	6      	6.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 7 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_7_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	6.95	7      	7.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_1/4 x 8 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_1/4_x_8_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_1/4	1.25	7	0.1429	7.95	8      	8.0	0.05	0.625	0.625	0.938	0.323	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 1 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_1_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	0.9417	1      	1.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 1.25 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_1.25_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	1.1917	1  1/4 	1.25	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 1.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_1.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	1.4417	1  1/2 	1.5	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 1.75 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_1.75_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	1.6917	1  3/4 	1.75	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 2 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_2_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	1.9417	2      	2.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 2.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_2.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	2.4417	2  1/2 	2.5	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 3 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_3_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	2.9417	3      	3.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 3.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_3.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	3.4417	3  1/2 	3.5	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 4 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_4_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	3.9417	4      	4.0	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
ASME B18.3  SCREW 1_3/8 x 4.5 UNC STEEL HEXAGON HALF DOG POINT	ASME_B18_3_1_3/8_x_4.5_UNC_STEEL_HEXAGON_HALF_DOG_POINT_SCREW	1_3/8	1.375	6	0.1667	4.4417	4  1/2 	4.5	0.0583	0.625	0.625	1.031	0.354	St	ASME B18.3	1998
