PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Min_Thread(in)	Max_Unthread(in)	Length(ref)	L_length(in)	E_body_dia_max(in)	E_body_dia_min(in)	A_head_dia_max_edge_sharp(in)	A_head_dia_min_edge_rounded_or_flat(in)	H_head_height(in)	J_slot_width_max(in)	J_slot_width_min(in)	T_slot_depth_max(in)	T_slot_depth_min(in)	U_fillet_radius_max(in)	Material	Reference	Edition
ASME B18.6.2 SCREW 7/8 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	5  1/2 	5.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	6      	6.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	6  1/2 	6.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	7      	7.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	7  1/2 	7.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	8      	8.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	8  1/2 	8.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	9      	9.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 9.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_9.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	9  1/2 	9.500	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 7/8 x 10 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_7/8_x_10_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	7/8	0.875	9	0.1111	2.000	2.0	0.701	10      	10.000	0.875	0.866	1.625	1.48	0.423	0.167	0.147	0.206	0.138	0.35	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.194	2.25	0.807	1      	1.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.319	2.25	0.807	1  1/8 	1.125	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.444	2.25	0.807	1  1/4 	1.250	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.569	2.25	0.807	1  3/8 	1.375	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.694	2.25	0.807	1  1/2 	1.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	0.944	2.25	0.807	1  3/4 	1.750	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.194	2.25	0.807	2      	2.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.444	2.25	0.807	2  1/4 	2.250	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	1.944	2.25	0.807	2  3/4 	2.750	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.194	2.25	0.807	3      	3.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	3  1/4 	3.250	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	3  1/2 	3.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	3  3/4 	3.750	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	4      	4.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	4  1/4 	4.250	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	4  1/2 	4.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	4  3/4 	4.750	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	5      	5.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	5  1/2 	5.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	6      	6.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	6  1/2 	6.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	7      	7.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	7  1/2 	7.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	8      	8.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	8  1/2 	8.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	9      	9.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 9.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_9.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	9  1/2 	9.500	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1 x 10 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_x_10_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1	1.0	8	0.1250	2.250	2.25	0.807	10      	10.000	1.0	0.99	1.875	1.711	0.494	0.188	0.166	0.24	0.162	0.4	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.114	2.5	0.886	1      	1.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1.125 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1.125_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.239	2.5	0.886	1  1/8 	1.125	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.364	2.5	0.886	1  1/4 	1.250	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1.375 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1.375_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.489	2.5	0.886	1  3/8 	1.375	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.614	2.5	0.886	1  1/2 	1.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 1.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_1.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	0.864	2.5	0.886	1  3/4 	1.750	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 2 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_2_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	1.114	2.5	0.886	2      	2.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 2.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_2.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	1.364	2.5	0.886	2  1/4 	2.250	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 2.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_2.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	1.864	2.5	0.886	2  3/4 	2.750	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 3 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_3_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.114	2.5	0.886	3      	3.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 3.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_3.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.364	2.5	0.886	3  1/4 	3.250	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 3.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_3.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	3  1/2 	3.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 3.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_3.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	3  3/4 	3.750	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 4 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_4_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	4      	4.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 4.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_4.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	4  1/4 	4.250	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 4.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_4.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	4  1/2 	4.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 4.75 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_4.75_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	4  3/4 	4.750	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	5      	5.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 5.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_5.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	5  1/2 	5.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 6 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_6_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	6      	6.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 6.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_6.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	6  1/2 	6.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 7 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_7_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	7      	7.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 7.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_7.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	7  1/2 	7.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 8 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_8_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	8      	8.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 8.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_8.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	8  1/2 	8.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 9 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_9_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	9      	9.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 9.5 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_9.5_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	9  1/2 	9.500	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/8 x 10 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/8_x_10_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/8	1.125	7	0.1429	2.500	2.5	0.886	10      	10.000	1.125	1.114	2.062	1.88	0.529	0.196	0.178	0.257	0.173	0.45	St	ASME B18.6.2	1998
ASME B18.6.2 SCREW 1_1/4 x 1.25 UNC STEEL SLOTTED FLAT CSK HEAD CAP	ASME_B18_6_2_1_1/4_x_1.25_UNC_STEEL_SLOTTED_FLAT_CSK_HEAD_CAP_SCREW	1_1/4	1.25	7	0.1429	0.293	2.75	0.957	1  1/4 	1.250	1.25	1.239	2.312	2.11	0.6	0.211	0.193	0.291	0.197	0.5	St	ASME B18.6.2	1998
