PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	multiplier	LT_Nom_Thread_Len(in)	Length(ref)	L_length(in)	E_full_size_body_max_dia(in)	E_full_size_body_min_dia(in)	F_width_across_flats_basic(in)	F_width_across_flats_max(in)	F_width_across_flats_min(in)	G_width_across_corners_max(in)	G_width_across_corners_min(in)	H_head_height_basic(in)	H_head_height_max(in)	H_head_height_min(in)	R_radius_of_fillet_max(in)	R_radius_of_fillet_min(in)	Material	Reference	Edition
ASME B18.2.1 BOLT 1_3/4 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_2.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	1.55	3.5	3.75	2  1/4 	2.25	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_2.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	2.05	3.5	3.75	2  3/4 	2.75	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 3 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_3_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	2.3	3.5	3.75	3      	3.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_3.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	2.55	3.5	3.75	3  1/4 	3.25	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_3.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	2.8	3.5	3.75	3  1/2 	3.5	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_3.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.05	3.5	3.75	3  3/4 	3.75	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 4 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_4_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.3	3.5	3.75	4      	4.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_4.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.55	3.5	3.75	4  1/4 	4.25	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_4.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.75	3.5	3.75	4  1/2 	4.5	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_4.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.75	3.5	3.75	4  3/4 	4.75	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.75	3.5	3.75	5      	5.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_5.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.75	3.5	3.75	5  1/2 	5.5	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 6 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_6_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	3.75	3.5	3.75	6      	6.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_6.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	4.0	3.5	4.0	6  1/2 	6.5	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 7 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_7_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	4.0	3.5	4.0	7      	7.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_7.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	4.0	3.5	4.0	7  1/2 	7.5	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 1_3/4 x 8 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_1_3/4_x_8_UNC_STEEL_HEAVY_HEXAGON_BOLT	1_3/4	1.75	5	0.2	4.0	3.5	4.0	8      	8.0	1.785	1.716	2.75	2.75	2.662	3.175	3.035	1.313	1.196	1.054	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 2.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_2.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	1.472	3.5	4.25	2  1/4 	2.25	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_2.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	1.972	3.5	4.25	2  3/4 	2.75	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 3 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_3_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	2.222	3.5	4.25	3      	3.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_3.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	2.472	3.5	4.25	3  1/4 	3.25	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_3.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	2.722	3.5	4.25	3  1/2 	3.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_3.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	2.972	3.5	4.25	3  3/4 	3.75	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 4 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_4_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	3.222	3.5	4.25	4      	4.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_4.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	3.472	3.5	4.25	4  1/4 	4.25	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_4.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	3.722	3.5	4.25	4  1/2 	4.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_4.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	3.972	3.5	4.25	4  3/4 	4.75	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.222	3.5	4.25	5      	5.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_5.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.25	3.5	4.25	5  1/2 	5.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 6 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_6_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.25	3.5	4.25	6      	6.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_6.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	6  1/2 	6.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 7 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_7_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	7      	7.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_7.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	7  1/2 	7.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 8 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_8_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	8      	8.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_8.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	8  1/2 	8.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 9 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_9_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	9      	9.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_9.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	9  1/2 	9.5	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2 x 10 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_x_10_UNC_STEEL_HEAVY_HEXAGON_BOLT	2	2.0	4 1/2	0.2222	4.5	3.5	4.5	10      	10.0	2.039	1.964	3.125	3.125	3.025	3.608	3.449	1.344	1.388	1.175	0.12	0.04	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_2.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	1.972	3.5	4.75	2  3/4 	2.75	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 3 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_3_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	2.222	3.5	4.75	3      	3.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_3.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	2.472	3.5	4.75	3  1/4 	3.25	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_3.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	2.722	3.5	4.75	3  1/2 	3.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_3.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	2.972	3.5	4.75	3  3/4 	3.75	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 4 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_4_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	3.222	3.5	4.75	4      	4.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_4.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	3.472	3.5	4.75	4  1/4 	4.25	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_4.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	3.722	3.5	4.75	4  1/2 	4.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_4.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	3.972	3.5	4.75	4  3/4 	4.75	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	4.222	3.5	4.75	5      	5.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_5.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	4.722	3.5	4.75	5  1/2 	5.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 6 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_6_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	4.75	3.5	4.75	6      	6.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 6.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_6.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	6  1/2 	6.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 7 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_7_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	7      	7.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 7.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_7.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	7  1/2 	7.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 8 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_8_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	8      	8.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 8.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_8.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	8  1/2 	8.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 9 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_9_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	9      	9.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 9.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_9.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	9  1/2 	9.5	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/4 x 10 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/4_x_10_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/4	2.25	4 1/2	0.2222	5.0	3.5	5.0	10      	10.0	2.305	2.214	3.5	3.5	3.388	4.041	3.862	1.5	1.548	1.327	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 2.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_2.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	1.972	3.5	5.25	2  3/4 	2.75	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 3 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_3_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	2.222	3.5	5.25	3      	3.0	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 3.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_3.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	2.472	3.5	5.25	3  1/4 	3.25	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 3.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_3.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	2.722	3.5	5.25	3  1/2 	3.5	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 3.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_3.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	2.972	3.5	5.25	3  3/4 	3.75	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 4 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_4_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	3.222	3.5	5.25	4      	4.0	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 4.25 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_4.25_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	3.472	3.5	5.25	4  1/4 	4.25	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 4.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_4.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	3.722	3.5	5.25	4  1/2 	4.5	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 4.75 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_4.75_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	3.972	3.5	5.25	4  3/4 	4.75	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	4.222	3.5	5.25	5      	5.0	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
ASME B18.2.1 BOLT 2_1/2 x 5.5 UNC STEEL HEAVY HEXAGON	ASME_B_18_2_1_2_1/2_x_5.5_UNC_STEEL_HEAVY_HEXAGON_BOLT	2_1/2	2.5	4 1/2	0.2222	4.722	3.5	5.25	5  1/2 	5.5	2.559	2.461	3.875	3.875	3.75	4.474	4.275	1.656	1.708	1.479	0.19	0.06	St	ASME B18.2.1	1996
