PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	Threading(mm)	l_length_nom(mm)	a_max(mm)	b_min(mm)	dk_head_dia(mm)	k_max(mm)	r_max(mm)	x_max(mm)	m_recess_ref(mm)	Recess_penetration_max(mm)	slot_width(mm)	cross_recess_no	type	Grade	Material	Reference	Edition
JIS B 1111 SCREW M4x14 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x14_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	9.55	14.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x16 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x16_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	11.55	16.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x20 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x20_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	15.55	20.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x25 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x25_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	20.55	25.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x30 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x30_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	25.55	30.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x35 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x35_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	30.55	35.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M4x40 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M4x40_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M4	4.0	0.7	35.55	40.0	1.4	38.0	8.4	2.7	1.0	1.75	4.4	2.51	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x6 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x6_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	1.3	6.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x8 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x8_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	3.3	8.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x10 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x10_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	5.3	10.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x12 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x12_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	7.3	12.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x14 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x14_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	9.3	14.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x16 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x16_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	11.3	16.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x20 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x20_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	15.3	20.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x25 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x25_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	20.3	25.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x30 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x30_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	25.3	30.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x35 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x35_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	30.3	35.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x40 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x40_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	35.3	40.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M5x45 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M5x45_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M5	5.0	0.8	40.3	45.0	1.6	38.0	9.3	2.7	1.3	2.0	4.9	3.05	0.64	2.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x8 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x8_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	2.2	8.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x10 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x10_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	4.2	10.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x12 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x12_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	6.2	12.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x14 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x14_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	8.2	14.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x16 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x16_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	10.2	16.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x20 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x20_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	14.2	20.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x25 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x25_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	19.2	25.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x30 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x30_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	24.2	30.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x35 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x35_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	29.2	35.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x40 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x40_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	34.2	40.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x45 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x45_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	39.2	45.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x50 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x50_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	44.2	50.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x55 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x55_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	38.0	55.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M6x60 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M6x60_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M6	6.0	1.0	38.0	60.0	2.0	38.0	11.3	3.3	1.5	2.5	6.6	3.45	0.79	3.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x10 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x10_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	2.225	10.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x12 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x12_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	4.225	12.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x14 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x14_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	6.225	14.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x16 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x16_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	8.225	16.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x20 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x20_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	12.225	20.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x25 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x25_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	17.225	25.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x30 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x30_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	22.225	30.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x35 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x35_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	27.225	35.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x40 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x40_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	32.225	40.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x45 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x45_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	37.225	45.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x50 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x50_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	38.0	50.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x55 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x55_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	38.0	55.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M8x60 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M8x60_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M8	8.0	1.25	38.0	60.0	2.5	38.0	15.8	4.65	2.0	3.2	8.8	4.6	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x12 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x12_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	3.25	12.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x14 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x14_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	5.25	14.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x16 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x16_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	7.25	16.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x20 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x20_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	11.25	20.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x25 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x25_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	16.25	25.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x30 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x30_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	21.25	30.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x35 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x35_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	26.25	35.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x40 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x40_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	31.25	40.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x45 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x45_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	36.25	45.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x50 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x50_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	38.0	50.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x55 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x55_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	38.0	55.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
JIS B 1111 SCREW M10x60 STEEL GR A CROSS REC CSK HD TYPE Z CL 4.8	JIS_B_1111_M10x60_STEEL_GR_A_TYPE_Z_CL_4.8_X_RECESSED_CSK_HD_SCREW	M10	10.0	1.5	38.0	60.0	3.0	38.0	18.3	5.0	2.5	3.8	9.8	5.64	1.12	4.0	Z	A	St	JIS B 1111	1996
