PartNumber	PartName	Designation	d_dia(mm)	P_pitch(mm)	threading(mm)	l_length(mm)	l_length_max(mm)	a_max(mm)	a_min(mm)	c_max(mm)	da_max(mm)	dw_min(mm)	e_min(mm)	k_max_head_depth(mm)	kw_head_edge_length(mm)	r_min(mm)	s_nom_across_flats(mm)	Grade	Material	Reference	Edition
EN ISO 4018 SCREW M33x80 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x80_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	69.5	80.0	81.5	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x90 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x90_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	79.5	90.0	91.75	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x100 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x100_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	89.5	100.0	101.75	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x110 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x110_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	99.5	110.0	111.75	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x120 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x120_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	109.5	120.0	121.75	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x130 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x130_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	119.5	130.0	132.0	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x140 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x140_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	129.5	140.0	142.0	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x150 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x150_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	139.5	150.0	152.0	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x160 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x160_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	149.5	160.0	164.0	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x180 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x180_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	169.5	180.0	184.0	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x200 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x200_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	189.5	200.0	204.6	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x220 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x220_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	209.5	220.0	224.6	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x240 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x240_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	229.5	240.0	244.6	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x260 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x260_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	249.5	260.0	265.2	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x280 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x280_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	269.5	280.0	285.2	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x300 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x300_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	289.5	300.0	305.2	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x320 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x320_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	309.5	320.0	325.7	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x340 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x340_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	329.5	340.0	345.7	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M33x360 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M33x360_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M33	33.0	3.5	349.5	360.0	365.7	10.5	3.5	0.8	38.4	46.55	55.37	22.05	13.97	1.0	50.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x80 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x80_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	68.0	80.0	81.5	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x90 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x90_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	78.0	90.0	91.75	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x100 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x100_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	88.0	100.0	101.75	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x110 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x110_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	98.0	110.0	111.75	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x120 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x120_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	108.0	120.0	121.75	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x130 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x130_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	118.0	130.0	132.0	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x140 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x140_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	128.0	140.0	142.0	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x150 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x150_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	138.0	150.0	152.0	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x160 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x160_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	148.0	160.0	164.0	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x180 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x180_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	168.0	180.0	184.0	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x200 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x200_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	188.0	200.0	204.6	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x220 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x220_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	208.0	220.0	224.6	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x240 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x240_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	228.0	240.0	244.6	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x260 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x260_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	248.0	260.0	265.2	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x280 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x280_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	268.0	280.0	285.2	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x300 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x300_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	288.0	300.0	305.2	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x320 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x320_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	308.0	320.0	325.7	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x340 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x340_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	328.0	340.0	345.7	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x360 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x360_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	348.0	360.0	365.7	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x380 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x380_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	368.0	380.0	385.7	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M39x400 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M39x400_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M39	39.0	4.0	388.0	400.0	405.7	12.0	4.0	1.0	45.4	55.86	66.44	26.05	16.77	1.0	60.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x90 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x90_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	76.5	90.0	91.75	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x100 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x100_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	86.5	100.0	101.75	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x110 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x110_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	96.5	110.0	111.75	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x120 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x120_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	106.5	120.0	121.75	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x130 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x130_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	116.5	130.0	132.0	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x140 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x140_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	126.5	140.0	142.0	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x150 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x150_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	136.5	150.0	152.0	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x160 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x160_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	146.5	160.0	164.0	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x180 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x180_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	166.5	180.0	184.0	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x200 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x200_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	186.5	200.0	204.6	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x220 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x220_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	206.5	220.0	224.6	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x240 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x240_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	226.5	240.0	244.6	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x260 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x260_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	246.5	260.0	265.2	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x280 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x280_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	266.5	280.0	285.2	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x300 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x300_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	286.5	300.0	305.2	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x320 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x320_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	306.5	320.0	325.7	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x340 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x340_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	326.5	340.0	345.7	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x360 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x360_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	346.5	360.0	365.7	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x380 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x380_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	366.5	380.0	385.7	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x400 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x400_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	386.5	400.0	405.7	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x420 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x420_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	406.5	420.0	426.3	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M45x440 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M45x440_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M45	45.0	4.5	426.5	440.0	446.3	13.5	4.5	1.0	52.6	64.7	76.95	29.05	18.87	1.2	70.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x100 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x100_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	85.0	100.0	101.75	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x110 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x110_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	95.0	110.0	111.75	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x120 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x120_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	105.0	120.0	121.75	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x130 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x130_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	115.0	130.0	132.0	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x140 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x140_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	125.0	140.0	142.0	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x150 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x150_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	135.0	150.0	152.0	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x160 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x160_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	145.0	160.0	164.0	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x180 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x180_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	165.0	180.0	184.0	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x200 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x200_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	185.0	200.0	204.6	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x220 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x220_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	205.0	220.0	224.6	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x240 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x240_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	225.0	240.0	244.6	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x260 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x260_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	245.0	260.0	265.2	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x280 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x280_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	265.0	280.0	285.2	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x300 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x300_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	285.0	300.0	305.2	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
EN ISO 4018 SCREW M52x320 STEEL GRADE C HEXAGON HEAD NONPREFERRED	EN_ISO_4018_M52x320_STEEL_GRADE_C_HEXAGON_HEAD_NONPREFERRED_SCREW	M52	52.0	5.0	305.0	320.0	325.7	15.0	5.0	1.0	62.6	74.2	88.25	34.25	22.23	1.6	80.0	C	St	EN ISO 4018	2000
